TIME,INDICATOR_approvisionnement,SUBJECT_approvisionnement,MEASURE_approvisionnement,Value_approvisionnement,Flag Codes_approvisionnement,INDICATOR_production,SUBJECT_production,MEASURE_production,Value_production,Flag Codes_production,LOCATION,FREQUENCY,Value_prix,Value_renouvelable
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.107,,OILPROD,TOT,KTOE,0.0,,LUX,A,,76.187
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.096,,OILPROD,TOT,KTOE,0.0,,LUX,A,,128.311
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09699999999999999,,OILPROD,TOT,KTOE,0.0,,LUX,A,,133.342
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.095,,OILPROD,TOT,KTOE,0.0,,LUX,A,,125.036
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09699999999999999,,OILPROD,TOT,KTOE,0.0,,LUX,A,,128.16899999999998
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.094,,OILPROD,TOT,KTOE,0.0,,LUX,A,,125.036
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.092,,OILPROD,TOT,KTOE,0.0,,LUX,A,,138.049
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.086,,OILPROD,TOT,KTOE,0.0,,LUX,A,,154.399
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.079,,OILPROD,TOT,KTOE,0.0,,LUX,A,,189.329
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07400000000000001,,OILPROD,TOT,KTOE,0.0,,LUX,A,,206.78900000000002
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.071,,OILPROD,TOT,KTOE,0.0,,LUX,A,,220.804
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07200000000000001,,OILPROD,TOT,KTOE,0.0,,LUX,A,,261.894
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.107,,OILPROD,TOT,KTOE,108249.02,,MEX,A,,9116.667
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,129089.209,,MEX,A,,9721.501
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.111,,OILPROD,TOT,KTOE,152631.14800000002,,MEX,A,,9977.649
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.109,,OILPROD,TOT,KTOE,147751.612,,MEX,A,,9927.749
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11,,OILPROD,TOT,KTOE,149434.769,,MEX,A,,10426.971
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.111,,OILPROD,TOT,KTOE,145792.313,,MEX,A,,10852.685
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,135181.548,,MEX,A,,12009.233999999999
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11599999999999999,,OILPROD,TOT,KTOE,142214.593,,MEX,A,,13010.471000000001
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11599999999999999,,OILPROD,TOT,KTOE,140729.693,,MEX,A,,13192.982
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11599999999999999,,OILPROD,TOT,KTOE,140789.37300000002,,MEX,A,,13501.021
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11699999999999999,,OILPROD,TOT,KTOE,141060.324,,MEX,A,,14995.964
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11800000000000001,,OILPROD,TOT,KTOE,148968.766,,MEX,A,,15371.458
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.114,,OILPROD,TOT,KTOE,147940.489,,MEX,A,,16157.911
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,149137.52599999998,,MEX,A,,16157.303
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.109,,OILPROD,TOT,KTOE,147729.865,,MEX,A,,15034.462
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,144539.08,,MEX,A,,16072.61
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10800000000000001,,OILPROD,TOT,KTOE,151053.044,,MEX,A,,16467.956000000002
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.107,,OILPROD,TOT,KTOE,162245.691,,MEX,A,,16059.817
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10400000000000001,,OILPROD,TOT,KTOE,159320.512,,MEX,A,,16167.626
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10400000000000001,,OILPROD,TOT,KTOE,157198.09699999998,,MEX,A,,16694.03
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.1,,OILPROD,TOT,KTOE,159630.01,,MEX,A,,16909.655
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,164934.738,,MEX,A,,15925.427
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,170364.264,,MEX,A,,15356.36
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11,,OILPROD,TOT,KTOE,185930.985,,MEX,A,,15727.125
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10800000000000001,,OILPROD,TOT,KTOE,189801.468,,MEX,A,,16501.72
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,185013.68399999998,,MEX,A,,17630.295
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10800000000000001,,OILPROD,TOT,KTOE,178024.223,,MEX,A,,17142.662
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.106,,OILPROD,TOT,KTOE,168043.027,,MEX,A,,17539.591
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,158180.615,,MEX,A,,16054.94
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10800000000000001,,OILPROD,TOT,KTOE,146731.525,,MEX,A,,14278.796
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,144975.46300000002,,MEX,A,,15149.675
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,142889.883,,MEX,A,,14919.116000000002
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,142421.594,,MEX,A,,14556.271999999999
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,139529.408,,MEX,A,,15001.716
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.096,,OILPROD,TOT,KTOE,134435.57,,MEX,A,,15929.971000000001
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.092,,OILPROD,TOT,KTOE,121586.80900000001,,MEX,A,,15468.487
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08900000000000001,,OILPROD,TOT,KTOE,115851.494,,MEX,A,,15618.677
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.086,,OILPROD,TOT,KTOE,104778.875,,MEX,A,,15604.652
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.171,,OILPROD,TOT,KTOE,1305.4669999999999,,NLD,A,32.8,226.99900000000002
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.163,,OILPROD,TOT,KTOE,1374.82,,NLD,A,36.49,203.71200000000002
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.147,,OILPROD,TOT,KTOE,1669.57,,NLD,A,33.84,58.302
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.15,,OILPROD,TOT,KTOE,2640.51,,NLD,A,30.1,50.898
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.154,,OILPROD,TOT,KTOE,3163.717,,NLD,A,28.8,3.702
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.152,,OILPROD,TOT,KTOE,3802.172,,NLD,A,27.62,85.956
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.154,,OILPROD,TOT,KTOE,4720.0779999999995,,NLD,A,14.38,107.84899999999999
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.154,,OILPROD,TOT,KTOE,4376.373,,NLD,A,17.6,136.75799999999998
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14800000000000002,,OILPROD,TOT,KTOE,3986.7729999999997,,NLD,A,14.58,356.569
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.142,,OILPROD,TOT,KTOE,3458.467,,NLD,A,17.56,374.654
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14300000000000002,,OILPROD,TOT,KTOE,3603.292,,NLD,A,21.83,757.681
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.145,,OILPROD,TOT,KTOE,3322.821,,NLD,A,18.86,768.243
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.141,,OILPROD,TOT,KTOE,2901.6040000000003,,NLD,A,18.13,790.8610000000001
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.142,,OILPROD,TOT,KTOE,2725.1620000000003,,NLD,A,15.53,846.2589999999999
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.139,,OILPROD,TOT,KTOE,3505.382,,NLD,A,15.2,851.04
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14,,OILPROD,TOT,KTOE,2775.137,,NLD,A,16.92,918.1289999999999
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.142,,OILPROD,TOT,KTOE,2265.189,,NLD,A,20.39,1050.239
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.133,,OILPROD,TOT,KTOE,2110.165,,NLD,A,18.37,1137.576
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.128,,OILPROD,TOT,KTOE,1749.08,,NLD,A,11.98,1203.701
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.12,,OILPROD,TOT,KTOE,1625.6760000000002,,NLD,A,16.97,1260.104
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11599999999999999,,OILPROD,TOT,KTOE,1471.675,,NLD,A,27.59,1352.787
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11699999999999999,,OILPROD,TOT,KTOE,1397.225,,NLD,A,23.48,1424.6779999999999
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11800000000000001,,OILPROD,TOT,KTOE,2276.354,,NLD,A,23.99,1562.555
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.122,,OILPROD,TOT,KTOE,2349.785,,NLD,A,27.67,1526.7620000000002
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.122,,OILPROD,TOT,KTOE,2147.85,,NLD,A,35.02,1806.7379999999998
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11699999999999999,,OILPROD,TOT,KTOE,1521.649,,NLD,A,50.0,2264.782
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,1374.787,,NLD,A,61.47,2412.875
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10800000000000001,,OILPROD,TOT,KTOE,2109.095,,NLD,A,68.74,2517.091
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,1765.398,,NLD,A,97.89,2908.9970000000003
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10800000000000001,,OILPROD,TOT,KTOE,1338.0720000000001,,NLD,A,60.54,3265.4990000000003
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.114,,OILPROD,TOT,KTOE,1040.269,,NLD,A,78.55,3226.5679999999998
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10400000000000001,,OILPROD,TOT,KTOE,1102.482,,NLD,A,109.19,3330.243
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,1133.078,,NLD,A,111.54,3510.143
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10400000000000001,,OILPROD,TOT,KTOE,1144.296,,NLD,A,108.55,3446.7790000000005
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09699999999999999,,OILPROD,TOT,KTOE,1555.305,,NLD,A,99.22,3438.197
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.095,,OILPROD,TOT,KTOE,1423.741,,NLD,A,51.66,3695.472
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.095,,OILPROD,TOT,KTOE,976.0169999999999,,NLD,A,41.62,3774.34
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.092,,OILPROD,TOT,KTOE,959.7,,NLD,A,52.63,4059.7459999999996
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.138,,OILPROD,TOT,KTOE,351.039,,NZL,A,32.77,3165.7540000000004
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.131,,OILPROD,TOT,KTOE,448.671,,NZL,A,37.42,3157.6479999999997
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.139,,OILPROD,TOT,KTOE,713.047,,NZL,A,36.71,3039.0559999999996
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.139,,OILPROD,TOT,KTOE,699.883,,NZL,A,31.14,3254.175
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.141,,OILPROD,TOT,KTOE,894.051,,NZL,A,29.15,3329.923
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14800000000000002,,OILPROD,TOT,KTOE,1313.1029999999998,,NZL,A,27.66,3205.078
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.145,,OILPROD,TOT,KTOE,1446.9370000000001,,NZL,A,16.94,3408.9709999999995
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.152,,OILPROD,TOT,KTOE,1297.7910000000002,,NZL,A,17.91,3464.073
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.156,,OILPROD,TOT,KTOE,1567.864,,NZL,A,15.25,3628.027
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.166,,OILPROD,TOT,KTOE,1765.779,,NZL,A,17.29,4131.647
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.16699999999999998,,OILPROD,TOT,KTOE,1829.69,,NZL,A,21.97,4224.462
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.174,,OILPROD,TOT,KTOE,1922.463,,NZL,A,20.57,4291.517
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17600000000000002,,OILPROD,TOT,KTOE,1812.1660000000002,,NZL,A,19.41,4122.128
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.174,,OILPROD,TOT,KTOE,1920.401,,NZL,A,17.32,4448.581
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.171,,OILPROD,TOT,KTOE,1957.7879999999998,,NZL,A,16.93,4587.609
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.166,,OILPROD,TOT,KTOE,1656.719,,NZL,A,18.73,4737.646
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.16699999999999998,,OILPROD,TOT,KTOE,2194.822,,NZL,A,21.86,4609.984
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.16899999999999998,,OILPROD,TOT,KTOE,2902.948,,NZL,A,21.65,4459.11
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.165,,OILPROD,TOT,KTOE,2300.445,,NZL,A,14.63,4789.585999999999
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.163,,OILPROD,TOT,KTOE,1883.4660000000001,,NZL,A,18.16,4785.53
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.165,,OILPROD,TOT,KTOE,1681.2920000000001,,NZL,A,29.95,5186.009
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.159,,OILPROD,TOT,KTOE,1575.3270000000002,,NZL,A,26.14,4803.639
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.151,,OILPROD,TOT,KTOE,1428.1629999999998,,NZL,A,25.89,5104.501
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14300000000000002,,OILPROD,TOT,KTOE,1110.776,,NZL,A,31.0,5004.037
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.142,,OILPROD,TOT,KTOE,959.685,,NZL,A,41.71,5460.848000000001
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.134,,OILPROD,TOT,KTOE,885.6,,NZL,A,56.07,5328.762
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.131,,OILPROD,TOT,KTOE,878.118,,NZL,A,67.36,5420.005
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.127,,OILPROD,TOT,KTOE,1959.155,,NZL,A,73.84,5504.507
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.132,,OILPROD,TOT,KTOE,2839.03,,NZL,A,105.8,5717.356
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13,,OILPROD,TOT,KTOE,2683.494,,NZL,A,65.85,6243.366
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.135,,OILPROD,TOT,KTOE,2574.596,,NZL,A,80.62,7099.945
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.131,,OILPROD,TOT,KTOE,2204.631,,NZL,A,112.38,7330.755
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.134,,OILPROD,TOT,KTOE,1925.318,,NZL,A,117.7,7188.668000000001
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.132,,OILPROD,TOT,KTOE,1650.557,,NZL,A,113.43,7483.433000000001
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.135,,OILPROD,TOT,KTOE,1838.825,,NZL,A,105.96,8134.581
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13,,OILPROD,TOT,KTOE,1934.951,,NZL,A,57.99,8351.596
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.129,,OILPROD,TOT,KTOE,1640.305,,NZL,A,44.91,8715.119
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.126,,OILPROD,TOT,KTOE,1476.795,,NZL,A,55.91,8359.625
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14,,OILPROD,TOT,KTOE,23064.361,,NOR,A,33.17,7774.380999999999
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.136,,OILPROD,TOT,KTOE,22411.738999999998,,NOR,A,36.26,8621.796999999999
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.131,,OILPROD,TOT,KTOE,23346.467999999997,,NOR,A,33.64,8576.846
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.132,,OILPROD,TOT,KTOE,29770.302000000003,,NOR,A,29.13,9737.241
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.131,,OILPROD,TOT,KTOE,34753.833,,NOR,A,28.62,9800.583
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.129,,OILPROD,TOT,KTOE,37921.934,,NOR,A,27.57,9581.68
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.129,,OILPROD,TOT,KTOE,39375.024,,NOR,A,14.3,9095.553
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.128,,OILPROD,TOT,KTOE,48962.496,,NOR,A,18.55,9736.501
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.12300000000000001,,OILPROD,TOT,KTOE,56392.028,,NOR,A,13.89,10201.662
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.127,,OILPROD,TOT,KTOE,72620.943,,NOR,A,17.82,11045.618999999999
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.125,,OILPROD,TOT,KTOE,81122.385,,NOR,A,18.46,11394.118999999999
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.125,,OILPROD,TOT,KTOE,94425.60800000001,,NOR,A,19.78,10390.975
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.122,,OILPROD,TOT,KTOE,107652.48800000001,,NOR,A,19.07,10937.652
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.127,,OILPROD,TOT,KTOE,115703.757,,NOR,A,16.11,11240.9
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11800000000000001,,OILPROD,TOT,KTOE,128379.03300000001,,NOR,A,14.44,10674.291000000001
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11599999999999999,,OILPROD,TOT,KTOE,140886.78,,NOR,A,16.41,11530.094
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.107,,OILPROD,TOT,KTOE,156659.457,,NOR,A,21.62,9981.958
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.107,,OILPROD,TOT,KTOE,157225.84,,NOR,A,16.71,10549.694
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.109,,OILPROD,TOT,KTOE,149859.6,,NOR,A,12.23,11171.191
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,150120.615,,NOR,A,17.46,11882.326000000001
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10800000000000001,,OILPROD,TOT,KTOE,164121.159,,NOR,A,28.91,13486.133999999998
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10800000000000001,,OILPROD,TOT,KTOE,158958.37699999998,,NOR,A,23.43,11500.573999999999
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.099,,OILPROD,TOT,KTOE,155340.06699999998,,NOR,A,24.46,12330.688
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.107,,OILPROD,TOT,KTOE,149237.163,,NOR,A,30.41,10333.375
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.1,,OILPROD,TOT,KTOE,138970.081,,NOR,A,39.2,10573.893999999998
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.099,,OILPROD,TOT,KTOE,126334.15800000001,,NOR,A,53.08,12976.407
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.098,,OILPROD,TOT,KTOE,116432.119,,NOR,A,58.83,11562.024
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09699999999999999,,OILPROD,TOT,KTOE,112513.401,,NOR,A,70.16,12805.628
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,107727.79400000001,,NOR,A,80.22,13366.618999999999
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.111,,OILPROD,TOT,KTOE,101051.04400000001,,NOR,A,69.08,12165.219
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10400000000000001,,OILPROD,TOT,KTOE,86646.227,,NOR,A,81.06,11716.598999999998
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.092,,OILPROD,TOT,KTOE,82733.718,,NOR,A,111.18,12030.624
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09300000000000001,,OILPROD,TOT,KTOE,74404.786,,NOR,A,108.23,13843.226999999999
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.096,,OILPROD,TOT,KTOE,71616.531,,NOR,A,109.07,12589.018999999998
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09300000000000001,,OILPROD,TOT,KTOE,74740.193,,NOR,A,101.61,12997.563999999998
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.092,,OILPROD,TOT,KTOE,76377.041,,NOR,A,51.29,13292.271
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.087,,OILPROD,TOT,KTOE,80469.07400000001,,NOR,A,46.12,13941.831
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.085,,OILPROD,TOT,KTOE,79303.908,,NOR,A,53.7,14217.325
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.331,,OILPROD,TOT,KTOE,330.037,,POL,A,,1035.765
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.33899999999999997,,OILPROD,TOT,KTOE,315.993,,POL,A,,1291.54
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.37799999999999995,,OILPROD,TOT,KTOE,241.76,,POL,A,,1113.399
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.355,,OILPROD,TOT,KTOE,210.662,,POL,A,,1182.86
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.325,,OILPROD,TOT,KTOE,189.59599999999998,,POL,A,,1352.388
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.324,,OILPROD,TOT,KTOE,195.615,,POL,A,,1469.05
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.32299999999999995,,OILPROD,TOT,KTOE,166.09099999999998,,POL,A,,2141.8360000000002
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.326,,OILPROD,TOT,KTOE,147.972,,POL,A,,1927.285
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.312,,OILPROD,TOT,KTOE,157.113,,POL,A,,1811.546
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.29100000000000004,,OILPROD,TOT,KTOE,154.773,,POL,A,,1705.106
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.272,,OILPROD,TOT,KTOE,157.971,,POL,A,,1579.66
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.28600000000000003,,OILPROD,TOT,KTOE,158.211,,POL,A,,1355.546
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.273,,OILPROD,TOT,KTOE,199.245,,POL,A,,1496.088
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.26899999999999996,,OILPROD,TOT,KTOE,233.84400000000002,,POL,A,,3925.738
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.243,,OILPROD,TOT,KTOE,282.514,,POL,A,,3847.349
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.23600000000000002,,OILPROD,TOT,KTOE,290.501,,POL,A,,3924.018
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.231,,OILPROD,TOT,KTOE,321.709,,POL,A,,3868.6490000000003
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.214,,OILPROD,TOT,KTOE,293.293,,POL,A,,3866.886
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.191,,OILPROD,TOT,KTOE,365.348,,POL,A,,3916.2790000000005
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.177,,OILPROD,TOT,KTOE,440.44800000000004,,POL,A,,3752.804
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.163,,OILPROD,TOT,KTOE,661.297,,POL,A,,3801.5570000000002
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.162,,OILPROD,TOT,KTOE,779.8969999999999,,POL,A,,4070.756
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.157,,OILPROD,TOT,KTOE,738.815,,POL,A,,4142.186
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.155,,OILPROD,TOT,KTOE,766.498,,POL,A,,4148.117
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14800000000000002,,OILPROD,TOT,KTOE,890.4860000000001,,POL,A,,4320.776
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.145,,OILPROD,TOT,KTOE,845.8330000000001,,POL,A,,4485.1720000000005
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14400000000000002,,OILPROD,TOT,KTOE,810.487,,POL,A,,4693.548
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.133,,OILPROD,TOT,KTOE,730.747,,POL,A,,4823.424
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13,,OILPROD,TOT,KTOE,770.779,,POL,A,94.02,5560.35
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.121,,OILPROD,TOT,KTOE,692.825,,POL,A,60.83,6245.065
