TIME,INDICATOR_approvisionnement,SUBJECT_approvisionnement,MEASURE_approvisionnement,Value_approvisionnement,Flag Codes_approvisionnement,INDICATOR_production,SUBJECT_production,MEASURE_production,Value_production,Flag Codes_production,LOCATION,FREQUENCY,Value_prix,Value_renouvelable
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.24,,OILPROD,TOT,KTOE,0.0,,SDN,A,,8776.364
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.223,,OILPROD,TOT,KTOE,0.0,,SDN,A,,8904.266
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.209,,OILPROD,TOT,KTOE,0.0,,SDN,A,,9030.391
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.19399999999999998,,OILPROD,TOT,KTOE,0.0,,SDN,A,,9153.353000000001
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.223,,OILPROD,TOT,KTOE,0.0,,SDN,A,,10295.109
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.21100000000000002,,OILPROD,TOT,KTOE,0.0,,SDN,A,,10401.72
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.204,,OILPROD,TOT,KTOE,103.837,,SDN,A,,10681.173999999999
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.18899999999999997,,OILPROD,TOT,KTOE,258.574,,SDN,A,,10757.08
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.183,,OILPROD,TOT,KTOE,517.149,,SDN,A,,10835.716999999999
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.19699999999999998,,OILPROD,TOT,KTOE,3512.131,,SDN,A,,10920.918
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.175,,OILPROD,TOT,KTOE,9016.506,,SDN,A,,10969.256000000001
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.172,,OILPROD,TOT,KTOE,10581.185,,SDN,A,,11685.028999999999
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17600000000000002,,OILPROD,TOT,KTOE,12251.738000000001,,SDN,A,,12240.188
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.158,,OILPROD,TOT,KTOE,13488.618999999999,,SDN,A,,11980.958999999999
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.152,,OILPROD,TOT,KTOE,15321.035,,SDN,A,,11724.496000000001
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14400000000000002,,OILPROD,TOT,KTOE,15524.636999999999,,SDN,A,,11489.17
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.141,,OILPROD,TOT,KTOE,17560.655,,SDN,A,,11631.055
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.122,,OILPROD,TOT,KTOE,24228.613999999998,,SDN,A,,10745.261999999999
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.115,,OILPROD,TOT,KTOE,23513.971,,SDN,A,,10631.718
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.115,,OILPROD,TOT,KTOE,24165.497000000003,,SDN,A,,11085.502
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.114,,OILPROD,TOT,KTOE,23520.078999999998,,SDN,A,,11574.046999999999
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11599999999999999,,OILPROD,TOT,KTOE,23039.578999999998,,SDN,A,,11676.56
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.114,,OILPROD,TOT,KTOE,6379.861999999999,,SDN,A,,11748.505
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11,,OILPROD,TOT,KTOE,6006.253000000001,,SDN,A,,11983.066
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11,,OILPROD,TOT,KTOE,6108.054,,SDN,A,,12123.526000000002
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,5344.547,,SDN,A,,12170.441
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.109,,OILPROD,TOT,KTOE,5190.8279999999995,,SDN,A,,12231.288
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,4293.962,,SDN,A,,
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17300000000000001,,OILPROD,TOT,KTOE,226.68599999999998,,TWN,A,,251.59099999999998
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17600000000000002,,OILPROD,TOT,KTOE,208.47,,TWN,A,,411.952
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.174,,OILPROD,TOT,KTOE,126.499,,TWN,A,,417.971
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.18100000000000002,,OILPROD,TOT,KTOE,122.45100000000001,,TWN,A,,433.19
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17300000000000001,,OILPROD,TOT,KTOE,123.463,,TWN,A,,380.481
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.171,,OILPROD,TOT,KTOE,107.271,,TWN,A,,518.573
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.166,,OILPROD,TOT,KTOE,96.139,,TWN,A,,531.384
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.159,,OILPROD,TOT,KTOE,135.607,,TWN,A,,480.664
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.161,,OILPROD,TOT,KTOE,127.51100000000001,,TWN,A,,413.414
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.157,,OILPROD,TOT,KTOE,123.463,,TWN,A,,434.409
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.158,,OILPROD,TOT,KTOE,165.96599999999998,,TWN,A,,569.28
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.157,,OILPROD,TOT,KTOE,100.18700000000001,,TWN,A,,355.985
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.151,,OILPROD,TOT,KTOE,65.779,,TWN,A,,594.909
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.152,,OILPROD,TOT,KTOE,59.707,,TWN,A,,389.782
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14800000000000002,,OILPROD,TOT,KTOE,62.743,,TWN,A,,478.00699999999995
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.146,,OILPROD,TOT,KTOE,56.67100000000001,,TWN,A,,466.26099999999997
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.145,,OILPROD,TOT,KTOE,54.647,,TWN,A,,463.309
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14400000000000002,,OILPROD,TOT,KTOE,46.552,,TWN,A,,698.925
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14800000000000002,,OILPROD,TOT,KTOE,49.588,,TWN,A,,824.7639999999999
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14400000000000002,,OILPROD,TOT,KTOE,42.504,,TWN,A,,778.5089999999999
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.147,,OILPROD,TOT,KTOE,33.396,,TWN,A,,853.2869999999999
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.156,,OILPROD,TOT,KTOE,37.444,,TWN,A,,953.335
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.155,,OILPROD,TOT,KTOE,46.552,,TWN,A,,773.712
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.154,,OILPROD,TOT,KTOE,41.492,,TWN,A,,899.092
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.15,,OILPROD,TOT,KTOE,40.48,,TWN,A,,1030.945
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.145,,OILPROD,TOT,KTOE,29.348000000000003,,TWN,A,,1103.64
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14,,OILPROD,TOT,KTOE,21.252,,TWN,A,,1154.138
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.138,,OILPROD,TOT,KTOE,16.192,,TWN,A,,1326.1629999999998
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.133,,OILPROD,TOT,KTOE,14.168,,TWN,A,,1258.0339999999999
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.131,,OILPROD,TOT,KTOE,14.168,,TWN,A,,1212.7069999999999
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.127,,OILPROD,TOT,KTOE,13.155999999999999,,TWN,A,,1334.112
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.121,,OILPROD,TOT,KTOE,10.12,,TWN,A,,1643.374
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11599999999999999,,OILPROD,TOT,KTOE,10.12,,TWN,A,,1759.815
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.115,,OILPROD,TOT,KTOE,9.107999999999999,,TWN,A,,1745.066
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,8.096,,TWN,A,,1650.807
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.111,,OILPROD,TOT,KTOE,8.096,,TWN,A,,1853.902
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11,,OILPROD,TOT,KTOE,8.096,,TWN,A,,1704.1589999999999
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,5.06,,TWN,A,,
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.32899999999999996,,OILPROD,TOT,KTOE,0.0,,TZA,A,,7296.895
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.332,,OILPROD,TOT,KTOE,0.0,,TZA,A,,7448.835
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.335,,OILPROD,TOT,KTOE,0.0,,TZA,A,,7604.405
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.33399999999999996,,OILPROD,TOT,KTOE,0.0,,TZA,A,,7767.541
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.32899999999999996,,OILPROD,TOT,KTOE,0.0,,TZA,A,,7939.099
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.321,,OILPROD,TOT,KTOE,0.0,,TZA,A,,8120.401999999999
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.309,,OILPROD,TOT,KTOE,0.0,,TZA,A,,8299.521999999999
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.297,,OILPROD,TOT,KTOE,0.0,,TZA,A,,8481.384
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.29,,OILPROD,TOT,KTOE,0.0,,TZA,A,,8666.982
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.285,,OILPROD,TOT,KTOE,0.0,,TZA,A,,8864.035
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.273,,OILPROD,TOT,KTOE,0.0,,TZA,A,,9062.945
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.273,,OILPROD,TOT,KTOE,0.0,,TZA,A,,9263.7
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.27399999999999997,,OILPROD,TOT,KTOE,0.0,,TZA,A,,9448.743
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.27899999999999997,,OILPROD,TOT,KTOE,0.0,,TZA,A,,9649.093
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.27899999999999997,,OILPROD,TOT,KTOE,0.0,,TZA,A,,9830.764000000001
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.282,,OILPROD,TOT,KTOE,0.0,,TZA,A,,10036.051
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.273,,OILPROD,TOT,KTOE,0.0,,TZA,A,,10232.296999999999
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.267,,OILPROD,TOT,KTOE,0.0,,TZA,A,,10398.142
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.27399999999999997,,OILPROD,TOT,KTOE,0.0,,TZA,A,,11203.946000000002
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.278,,OILPROD,TOT,KTOE,0.0,,TZA,A,,12044.143999999998
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.27899999999999997,,OILPROD,TOT,KTOE,0.0,,TZA,A,,12644.191
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.278,,OILPROD,TOT,KTOE,0.0,,TZA,A,,13322.608999999999
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.273,,OILPROD,TOT,KTOE,0.0,,TZA,A,,13917.24
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.266,,OILPROD,TOT,KTOE,0.0,,TZA,A,,14463.49
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.261,,OILPROD,TOT,KTOE,0.0,,TZA,A,,14984.513
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.253,,OILPROD,TOT,KTOE,0.0,,TZA,A,,15541.983999999999
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.251,,OILPROD,TOT,KTOE,0.0,,TZA,A,,16039.08
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.239,,OILPROD,TOT,KTOE,0.0,,TZA,A,,16720.804
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.23399999999999999,,OILPROD,TOT,KTOE,0.0,,TZA,A,,17301.691000000003
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.22899999999999998,,OILPROD,TOT,KTOE,0.0,,TZA,A,,17890.537
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.226,,OILPROD,TOT,KTOE,0.0,,TZA,A,,18530.137
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.221,,OILPROD,TOT,KTOE,0.0,,TZA,A,,19151.935
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.223,,OILPROD,TOT,KTOE,0.0,,TZA,A,,19775.557
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.21600000000000003,,OILPROD,TOT,KTOE,0.0,,TZA,A,,20487.37
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.20800000000000002,,OILPROD,TOT,KTOE,0.0,,TZA,A,,21297.144
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.204,,OILPROD,TOT,KTOE,0.0,,TZA,A,,22018.401
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.19399999999999998,,OILPROD,TOT,KTOE,0.0,,TZA,A,,22833.563
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,0.0,,TZA,A,,
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.127,,OILPROD,TOT,KTOE,14.252,,THA,A,,10758.473999999998
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.121,,OILPROD,TOT,KTOE,15.27,,THA,A,,11375.714
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11599999999999999,,OILPROD,TOT,KTOE,15.27,,THA,A,,11850.808
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,319.655,,THA,A,,9000.038
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.106,,OILPROD,TOT,KTOE,716.678,,THA,A,,9831.705
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11,,OILPROD,TOT,KTOE,1052.621,,THA,A,,11043.093
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.109,,OILPROD,TOT,KTOE,1029.2069999999999,,THA,A,,12049.632
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11,,OILPROD,TOT,KTOE,869.38,,THA,A,,12551.997
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.111,,OILPROD,TOT,KTOE,989.505,,THA,A,,13101.195
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11,,OILPROD,TOT,KTOE,1973.9189999999999,,THA,A,,14676.641000000001
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.114,,OILPROD,TOT,KTOE,2167.341,,THA,A,,15117.107
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.114,,OILPROD,TOT,KTOE,2295.61,,THA,A,,15854.938999999998
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,2631.553,,THA,A,,16044.358
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.109,,OILPROD,TOT,KTOE,2679.4,,THA,A,,14425.481000000002
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,2849.407,,THA,A,,14009.993
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,2685.508,,THA,A,,14821.983999999999
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.12,,OILPROD,TOT,KTOE,3110.0170000000003,,THA,A,,15288.043
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.126,,OILPROD,TOT,KTOE,3619.022,,THA,A,,14874.768999999998
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.127,,OILPROD,TOT,KTOE,3819.57,,THA,A,,14050.87
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13,,OILPROD,TOT,KTOE,4132.098,,THA,A,,14861.732
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.128,,OILPROD,TOT,KTOE,5381.195,,THA,A,,15129.593
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.127,,OILPROD,TOT,KTOE,5533.897,,THA,A,,13766.777
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.132,,OILPROD,TOT,KTOE,6520.28,,THA,A,,14650.028999999999
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.134,,OILPROD,TOT,KTOE,8021.004,,THA,A,,15827.038
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.136,,OILPROD,TOT,KTOE,7789.036999999999,,THA,A,,17021.765
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.134,,OILPROD,TOT,KTOE,9254.461,,THA,A,,17684.198
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13,,OILPROD,TOT,KTOE,10395.132,,THA,A,,18238.918
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.129,,OILPROD,TOT,KTOE,10836.877,,THA,A,,19531.126
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13,,OILPROD,TOT,KTOE,11855.513,,THA,A,,20868.917
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13,,OILPROD,TOT,KTOE,12032.01,,THA,A,,21324.577
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.133,,OILPROD,TOT,KTOE,12551.413,,THA,A,,23092.534
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.131,,OILPROD,TOT,KTOE,11556.982,,THA,A,,22538.685
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.131,,OILPROD,TOT,KTOE,12499.976999999999,,THA,A,,24314.818
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13699999999999998,,OILPROD,TOT,KTOE,12428.37,,THA,A,,25271.449
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.135,,OILPROD,TOT,KTOE,11762.726999999999,,THA,A,,26367.437
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.131,,OILPROD,TOT,KTOE,12532.251,,THA,A,,25927.426
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.131,,OILPROD,TOT,KTOE,12969.962,,THA,A,,29138.685
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,12065.292,,THA,A,,
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,UKR,A,,
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,UKR,A,,
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,UKR,A,,
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,UKR,A,,
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,UKR,A,,
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,UKR,A,,
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,UKR,A,,
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,UKR,A,,
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,UKR,A,,
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,UKR,A,,
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.474,,OILPROD,TOT,KTOE,4112.427,,UKR,A,,1263.719
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.518,,OILPROD,TOT,KTOE,3964.6929999999998,,UKR,A,,1336.295
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.499,,OILPROD,TOT,KTOE,3635.0559999999996,,UKR,A,,975.275
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.516,,OILPROD,TOT,KTOE,3351.6479999999997,,UKR,A,,1221.42
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.57,,OILPROD,TOT,KTOE,3170.7490000000003,,UKR,A,,1307.557
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.6409999999999999,,OILPROD,TOT,KTOE,3007.941,,UKR,A,,1120.397
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.653,,OILPROD,TOT,KTOE,2965.7309999999998,,UKR,A,,1005.808
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.644,,OILPROD,TOT,KTOE,2899.402,,UKR,A,,1110.05
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.621,,OILPROD,TOT,KTOE,2712.473,,UKR,A,,1615.152
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.619,,OILPROD,TOT,KTOE,2683.328,,UKR,A,,1493.484
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.579,,OILPROD,TOT,KTOE,2639.1090000000004,,UKR,A,,1231.49
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.531,,OILPROD,TOT,KTOE,2630.0640000000003,,UKR,A,,1297.526
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.511,,OILPROD,TOT,KTOE,2638.1040000000003,,UKR,A,,1091.249
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.485,,OILPROD,TOT,KTOE,2828.047,,UKR,A,,1058.575
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.436,,OILPROD,TOT,KTOE,3017.991,,UKR,A,,1274.997
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.42200000000000004,,OILPROD,TOT,KTOE,3164.719,,UKR,A,,1327.878
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.37799999999999995,,OILPROD,TOT,KTOE,3357.678,,UKR,A,,1932.0870000000002
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.36,,OILPROD,TOT,KTOE,3326.5229999999997,,UKR,A,,2394.6929999999998
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.34,,OILPROD,TOT,KTOE,3199.8940000000002,,UKR,A,,2683.453
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.33899999999999997,,OILPROD,TOT,KTOE,2918.4959999999996,,UKR,A,,2579.512
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.377,,OILPROD,TOT,KTOE,2594.889,,UKR,A,,2732.2290000000003
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.341,,OILPROD,TOT,KTOE,2450.17,,UKR,A,,2633.65
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.33,,OILPROD,TOT,KTOE,2301.431,,UKR,A,,2649.929
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.313,,OILPROD,TOT,KTOE,2182.842,,UKR,A,,3170.225
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.304,,OILPROD,TOT,KTOE,2052.1929999999998,,UKR,A,,2797.139
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.29600000000000004,,OILPROD,TOT,KTOE,1886.37,,UKR,A,,2700.684
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.294,,OILPROD,TOT,KTOE,1631.102,,UKR,A,,3616.131
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,1513.5179999999998,,UKR,A,,
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.038,,OILPROD,TOT,KTOE,83221.216,,ARE,A,,0.0
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.044000000000000004,,OILPROD,TOT,KTOE,73460.546,,ARE,A,,0.0
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.052000000000000005,,OILPROD,TOT,KTOE,61065.269,,ARE,A,,0.0
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.053,,OILPROD,TOT,KTOE,56184.934,,ARE,A,,0.0
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.065,,OILPROD,TOT,KTOE,52272.725,,ARE,A,,0.0
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.077,,OILPROD,TOT,KTOE,49514.939000000006,,ARE,A,,0.0
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,56947.422,,ARE,A,,0.0
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.111,,OILPROD,TOT,KTOE,62223.763,,ARE,A,,0.0
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11699999999999999,,OILPROD,TOT,KTOE,66076.927,,ARE,A,,0.0
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.12,,OILPROD,TOT,KTOE,80257.792,,ARE,A,,0.0
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,88981.11099999999,,ARE,A,,0.0
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.115,,OILPROD,TOT,KTOE,102389.30699999999,,ARE,A,,0.0
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.106,,OILPROD,TOT,KTOE,109558.12599999999,,ARE,A,,32.368
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11,,OILPROD,TOT,KTOE,105587.891,,ARE,A,,26.483
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.114,,OILPROD,TOT,KTOE,105940.123,,ARE,A,,23.541
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.114,,OILPROD,TOT,KTOE,105073.79699999999,,ARE,A,,23.541
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,105685.62,,ARE,A,,17.655
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.111,,OILPROD,TOT,KTOE,110586.31599999999,,ARE,A,,17.655
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,112220.22,,ARE,A,,16.92
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,100220.948,,ARE,A,,16.92
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.099,,OILPROD,TOT,KTOE,109368.77699999999,,ARE,A,,16.92
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.124,,OILPROD,TOT,KTOE,104643.179,,ARE,A,,16.92
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.12,,OILPROD,TOT,KTOE,97848.987,,ARE,A,,16.92
